nodeId,nodeName,nodeType,nodeLevel,loop,hop
39,reviews,Property,-1,0,0
8,has_a_review_expertise,Property,-1,1,0
33,has_been_assigned_a_review_reference,Property,-1,2,0
16,invited_by,Property,-1,3,0
9,invites_co-reviewers,Property,-1,4,0
15,has_a_committee_chair,Property,-1,5,0
29,has_members,Property,-1,5,1
25,has_a_review_reference_or_expertise,Property,-1,6,0
32,has_a_commtitee,Property,-1,7,0
18,has_contributions,Property,-1,8,0
35,has_a_submitted_contribution,Property,-1,9,0
8,has_a_review_expertise,Property,-1,10,0
38,was_a_committee_of,Property,-1,11,0
34,was_an_organizing_committee_of,Property,-1,12,0
38,was_a_committee_of,Property,-1,12,1
39,reviews,Property,-1,13,0
13,is_part_of_conference_volumes,Property,-1,14,0
24,has_a_track-workshop-tutorial_chair,Property,-1,15,0
17,has_workshops,Property,-1,16,0
0,has_parts,Property,-1,16,1
20,was_a_steering_committee_of,Property,-1,17,0
38,was_a_committee_of,Property,-1,17,1
37,is_the_1th_part_of,Property,-1,18,0
2,was_a_committee_chair_of,Property,-1,19,0
40,was_a_member_of,Property,-1,19,1
7,belongs_to_reviewers,Property,-1,20,0
5,belong_to_a_conference_volume,Property,-1,21,0
42,has_authors,Property,-1,22,0
4,is_submitted_at,Property,-1,23,0
43,belongs_to_a_review_reference,Property,-1,24,0
19,has_tracks,Property,-1,25,0
0,has_parts,Property,-1,25,1
20,was_a_steering_committee_of,Property,-1,26,0
38,was_a_committee_of,Property,-1,26,1
10,has_tutorials,Property,-1,27,0
0,has_parts,Property,-1,27,1
44,has_important_dates,Property,-1,28,0
34,was_an_organizing_committee_of,Property,-1,29,0
38,was_a_committee_of,Property,-1,29,1
24,has_a_track-workshop-tutorial_chair,Property,-1,30,0
19,has_tracks,Property,-1,31,0
0,has_parts,Property,-1,31,1
21,is_a_topis_of_conference_parts,Property,-1,32,0
30,contributes,Property,-1,33,0
23,has_a_program_committee,Property,-1,34,0
32,has_a_commtitee,Property,-1,34,1
8,has_a_review_expertise,Property,-1,35,0
39,reviews,Property,-1,36,0
30,contributes,Property,-1,37,0
45,has_an_abstract,Property,-1,38,0
18,has_contributions,Property,-1,39,0
32,has_a_commtitee,Property,-1,40,0
36,has_a_publisher,Property,-1,41,0
5,belong_to_a_conference_volume,Property,-1,42,0
6,has_a_review,Property,-1,43,0
35,has_a_submitted_contribution,Property,-1,44,0
37,is_the_1th_part_of,Property,-1,45,0
17,has_workshops,Property,-1,46,0
0,has_parts,Property,-1,46,1
32,has_a_commtitee,Property,-1,47,0
12,has_an_organizing_committee,Property,-1,48,0
32,has_a_commtitee,Property,-1,48,1
10,has_tutorials,Property,-1,49,0
0,has_parts,Property,-1,49,1
20,was_a_steering_committee_of,Property,-1,50,0
38,was_a_committee_of,Property,-1,50,1
38,was_a_committee_of,Property,-1,51,0
38,was_a_committee_of,Property,-1,52,0
35,has_a_submitted_contribution,Property,-1,53,0
3,was_a_program_committee_of,Property,-1,54,0
38,was_a_committee_of,Property,-1,54,1
16,invited_by,Property,-1,55,0
9,invites_co-reviewers,Property,-1,56,0
27,has_a_committee_co-chair,Property,-1,57,0
29,has_members,Property,-1,57,1
34,was_an_organizing_committee_of,Property,-1,58,0
38,was_a_committee_of,Property,-1,58,1
29,has_members,Property,-1,59,0
12,has_an_organizing_committee,Property,-1,60,0
32,has_a_commtitee,Property,-1,60,1
3,was_a_program_committee_of,Property,-1,61,0
38,was_a_committee_of,Property,-1,61,1
13,is_part_of_conference_volumes,Property,-1,62,0
35,has_a_submitted_contribution,Property,-1,63,0
40,was_a_member_of,Property,-1,64,0
27,has_a_committee_co-chair,Property,-1,65,0
29,has_members,Property,-1,65,1
28,has_a_topic_or_a_submission_contribution,Property,-1,66,0
20,was_a_steering_committee_of,Property,-1,67,0
38,was_a_committee_of,Property,-1,67,1
33,has_been_assigned_a_review_reference,Property,-1,68,0
8,has_a_review_expertise,Property,-1,69,0
21,is_a_topis_of_conference_parts,Property,-1,70,0
20,was_a_steering_committee_of,Property,-1,71,0
38,was_a_committee_of,Property,-1,71,1
21,is_a_topis_of_conference_parts,Property,-1,72,0
18,has_contributions,Property,-1,73,0
42,has_authors,Property,-1,74,0
24,has_a_track-workshop-tutorial_chair,Property,-1,75,0
29,has_members,Property,-1,76,0
16,invited_by,Property,-1,77,0
5,belong_to_a_conference_volume,Property,-1,78,0
10,has_tutorials,Property,-1,79,0
0,has_parts,Property,-1,79,1
7,belongs_to_reviewers,Property,-1,80,0
34,was_an_organizing_committee_of,Property,-1,81,0
38,was_a_committee_of,Property,-1,81,1
13,is_part_of_conference_volumes,Property,-1,82,0
13,is_part_of_conference_volumes,Property,-1,83,0
13,is_part_of_conference_volumes,Property,-1,84,0
29,has_members,Property,-1,85,0
4,is_submitted_at,Property,-1,86,0
25,has_a_review_reference_or_expertise,Property,-1,87,0
17,has_workshops,Property,-1,88,0
0,has_parts,Property,-1,88,1
33,has_been_assigned_a_review_reference,Property,-1,89,0
2,was_a_committee_chair_of,Property,-1,90,0
40,was_a_member_of,Property,-1,90,1
27,has_a_committee_co-chair,Property,-1,91,0
29,has_members,Property,-1,91,1
14,has_a_steering_committee,Property,-1,92,0
32,has_a_commtitee,Property,-1,92,1
4,is_submitted_at,Property,-1,93,0
37,is_the_1th_part_of,Property,-1,94,0
16,invited_by,Property,-1,95,0
19,has_tracks,Property,-1,96,0
0,has_parts,Property,-1,96,1
16,invited_by,Property,-1,97,0
33,has_been_assigned_a_review_reference,Property,-1,98,0
41,issues,Property,-1,99,0
